1541105614.000000, IBI
29.501350,0.703157
33.142142,0.593777
33.767171,0.625029
34.407825,0.640654
35.048479,0.640654
35.689134,0.640654
36.329788,0.640654
40.095585,0.718783
40.798743,0.703157
68.815650,0.718783
69.487556,0.671906
70.206339,0.718783
70.878244,0.671906
71.565776,0.687531
72.315810,0.750034
72.972090,0.656280
73.675247,0.703157
74.362779,0.687531
75.019059,0.656280
75.706590,0.687531
76.409748,0.703157
77.128531,0.718783
77.769185,0.640654
78.472342,0.703157
79.159873,0.687531
79.863031,0.703157
80.597439,0.734409
81.284971,0.687531
81.956877,0.671906
82.644408,0.687531
83.347565,0.703157
84.050722,0.703157
84.753880,0.703157
85.457037,0.703157
86.128942,0.671906
86.800848,0.671906
87.457128,0.656280
88.035280,0.578151
88.738437,0.703157
89.332214,0.593777
90.050997,0.718783
90.722903,0.671906
91.379183,0.656280
92.066714,0.687531
92.816749,0.750034
93.566783,0.750034
94.348069,0.781286
95.082477,0.734409
95.754383,0.671906
96.488792,0.734409
97.145072,0.656280
97.801352,0.656280
98.457632,0.656280
99.113912,0.656280
99.817069,0.703157
100.598355,0.781286
101.270261,0.671906
101.957792,0.687531
102.614072,0.656280
103.285978,0.671906
104.004761,0.718783
104.661041,0.656280
105.395449,0.734409
106.098607,0.703157
106.754887,0.656280
107.426792,0.671906
108.083072,0.656280
108.739352,0.656280
109.426884,0.687531
110.192544,0.765660
111.036333,0.843789
111.770741,0.734409
112.520776,0.750034
113.239558,0.718783
113.973967,0.734409
114.724001,0.750034
115.489661,0.765660
116.224070,0.734409
116.958479,0.734409
117.630384,0.671906
118.333542,0.703157
119.036699,0.703157
119.786733,0.750034
120.536767,0.750034
121.286802,0.750034
122.005585,0.718783
122.708742,0.703157
123.396273,0.687531
124.083805,0.687531
124.786962,0.703157
125.521371,0.734409
126.240154,0.718783
126.958936,0.718783
127.646468,0.687531
128.318374,0.671906
129.037157,0.718783
129.834068,0.796911
130.568477,0.734409
131.365388,0.796911
132.099797,0.734409
132.818580,0.718783
133.537363,0.718783
134.256145,0.718783
134.990554,0.734409
135.678086,0.687531
136.412494,0.734409
137.131277,0.718783
137.818809,0.687531
138.490714,0.671906
139.178246,0.687531
139.881403,0.703157
140.756443,0.875040
141.662735,0.906291
142.584652,0.921917
143.444066,0.859414
144.240978,0.796911
144.991012,0.750034
145.741046,0.750034
146.506706,0.765660
147.272366,0.765660
148.069278,0.796911
148.866189,0.796911
149.616224,0.750034
150.350632,0.734409
151.069415,0.718783
151.772572,0.703157
152.475729,0.703157
153.303892,0.828163
154.132055,0.828163
154.960218,0.828163
155.741504,0.781286
156.507164,0.765660
157.241573,0.734409
157.991607,0.750034
158.757267,0.765660
159.601056,0.843789
160.429219,0.828163
161.194879,0.765660
161.960539,0.765660
162.648070,0.687531
163.351227,0.703157
164.023133,0.671906
164.663787,0.640654
165.398196,0.734409
166.163856,0.765660
167.038896,0.875040
167.663925,0.625029
168.382708,0.718783
169.038988,0.656280
169.664016,0.625029
170.335922,0.671906
171.039079,0.703157
171.757862,0.718783
172.429768,0.671906
173.070422,0.640654
173.726702,0.656280
174.398608,0.671906
175.101765,0.703157
175.773671,0.671906
180.867654,0.781286
183.930294,0.593777
184.524071,0.593777
185.180351,0.656280
185.867883,0.687531
186.524163,0.656280
187.242946,0.718783
187.914852,0.671906
188.539880,0.625029
189.196160,0.656280
189.914943,0.718783
190.461843,0.546900
194.790166,0.750034
195.602704,0.812537
196.227732,0.625029
196.946515,0.718783
197.618421,0.671906
198.305952,0.687531
199.009109,0.703157
199.743518,0.734409
200.431050,0.687531
201.134207,0.703157
201.821738,0.687531
202.509270,0.687531
203.149924,0.640654
203.806204,0.656280
204.493736,0.687531
205.259396,0.765660
206.056307,0.796911
206.884470,0.828163
207.634504,0.750034
208.353287,0.718783
209.103322,0.750034
209.868982,0.765660
210.665893,0.796911
211.478430,0.812537
212.290967,0.812537
213.041002,0.750034
213.728533,0.687531
214.416065,0.687531
215.087970,0.671906
215.775502,0.687531
216.478659,0.703157
217.181816,0.703157
217.916225,0.734409
218.619382,0.703157
219.306914,0.687531
219.994445,0.687531
220.681977,0.687531
221.494514,0.812537
222.338302,0.843789
223.150840,0.812537
224.041505,0.890666
224.838417,0.796911
225.619703,0.781286
226.400988,0.781286
227.213526,0.812537
228.057314,0.843789
228.932354,0.875040
229.776143,0.843789
235.401400,0.890666
236.260815,0.859414
237.120229,0.859414
237.932766,0.812537
238.698426,0.765660
239.448461,0.750034
240.214121,0.765660
241.042284,0.828163
241.932949,0.890666
242.823615,0.890666
243.698655,0.875040
244.511192,0.812537
245.292478,0.781286
246.011261,0.718783
246.761295,0.750034
247.526955,0.765660
248.339493,0.812537
249.183281,0.843789
250.011444,0.828163
250.792730,0.781286
251.542764,0.750034
252.261547,0.718783
253.011581,0.750034
253.808493,0.796911
254.636656,0.828163
255.464819,0.828163
256.308607,0.843789
257.058642,0.750034
257.808676,0.750034
258.511833,0.703157
259.246242,0.734409
260.027528,0.781286
260.855690,0.828163
261.683853,0.828163
262.465139,0.781286
263.199548,0.734409
263.902705,0.703157
264.637114,0.734409
265.402774,0.765660
266.230937,0.828163
267.074725,0.843789
267.871637,0.796911
268.621671,0.750034
269.340454,0.718783
270.027985,0.687531
270.746768,0.718783
271.496803,0.750034
272.324965,0.828163
273.153128,0.828163
273.981291,0.828163
274.762577,0.781286
275.496986,0.734409
276.231394,0.734409
276.981429,0.750034
277.793966,0.812537
278.606503,0.812537
279.403414,0.796911
280.169075,0.765660
280.919109,0.750034
281.637892,0.718783
282.372300,0.734409
283.122335,0.750034
283.919246,0.796911
284.747409,0.828163
285.606823,0.859414
286.372483,0.765660
287.106892,0.734409
287.810049,0.703157
288.513206,0.703157
289.263241,0.750034
290.091404,0.828163
290.919567,0.828163
291.700852,0.781286
292.435261,0.734409
293.154044,0.718783
293.904078,0.750034
294.716615,0.812537
295.560404,0.843789
296.435444,0.875040
297.247981,0.812537
298.013641,0.765660
298.748050,0.734409
299.498084,0.750034
300.294996,0.796911
301.107533,0.812537
301.951322,0.843789
302.763859,0.812537
303.529519,0.765660
304.263927,0.734409
304.998336,0.734409
305.763996,0.765660
